GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A0G2KCN9	ehmt2	involved_in	GO:0051567	histone H3-K9 methylation	ECO:0000318	IBA	PMID:21873635	FB:FBgn0040372|MGI:MGI:2148922|PANTHER:PTN002505142	7955	GO_Central		P
UniProtKB	A0A0G2KCN9	ehmt2	enables	GO:0046974	histone H3K9 methyltransferase activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1924933|MGI:MGI:2148922|PANTHER:PTN002505142	7955	GO_Central		F
UniProtKB	A0A0G2KCN9	ehmt2	enables	GO:0018024	histone lysine N-methyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007728|InterPro:IPR038034|InterPro:IPR043550	7955	InterPro		F
UniProtKB	A0A0G2KCN9	ehmt2	involved_in	GO:0034968	histone lysine methylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007728	7955	InterPro		P
UniProtKB	A0A0G2KCN9	ehmt2	involved_in	GO:0016571	histone methylation	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027887	7955	UniProt		P
UniProtKB	A0A0G2KIA0	hdac7a	enables	GO:0004407	histone deacetylase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0026428|FB:FBgn0041210|MGI:MGI:1333752|PANTHER:PTN002472081|PomBase:SPBC800.03|TAIR:locus:2159461|UniProtKB:P56524|UniProtKB:Q8GXJ1|UniProtKB:Q969S8|UniProtKB:Q9UBN7|UniProtKB:Q9UKV0|UniProtKB:Q9UQL6	7955	GO_Central		F
UniProtKB	A0A0G2KIA0	hdac7a	involved_in	GO:0016575	histone deacetylation	ECO:0000318	IBA	PMID:21873635	FB:FBgn0026428|FB:FBgn0041210|MGI:MGI:1333752|PANTHER:PTN002472081|SGD:S000004966|UniProtKB:P56524|UniProtKB:Q8GXJ1|UniProtKB:Q969S8|UniProtKB:Q9UBN7|UniProtKB:Q9UKV0|UniProtKB:Q9UQL6	7955	GO_Central		P
UniProtKB	A0A0G2KNT1	dydc2	involved_in	GO:0051568	histone H3-K4 methylation	ECO:0000318	IBA	PMID:21873635	FB:FBgn0032293|PANTHER:PTN000599398|SGD:S000002877|UniProtKB:Q9C005	7955	GO_Central		P
UniProtKB	A0A0G2KR99	kdm5a	enables	GO:0034647	histone H3K4me/H3K4me2/H3K4me3 demethylase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0031759|PANTHER:PTN000075015|PomBase:SPAC1002.05c|PomBase:SPBP19A11.06|TAIR:locus:2044697|UniProtKB:P29375|UniProtKB:Q9UGL1|WB:WBGene00004319	7955	GO_Central		F
UniProtKB	A0A0G2KR99	kdm5a	enables	GO:0032452	histone demethylase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0031759|FB:FBgn0033233|FB:FBgn0053182|MGI:MGI:1922855|MGI:MGI:1924054|MGI:MGI:2442355|MGI:MGI:2446210|MGI:MGI:3606484|PANTHER:PTN000075014|PomBase:SPAC1002.05c|PomBase:SPBP19A11.06|SGD:S000000971|SGD:S000002503|SGD:S000003880|TAIR:locus:2044697|TAIR:locus:2128659|TAIR:locus:2170982|TAIR:locus:2196979|UniProtKB:B2RXH2|UniProtKB:O75164|UniProtKB:O94953|UniProtKB:P29375|UniProtKB:P41229|UniProtKB:Q10RP4|UniProtKB:Q336N8|UniProtKB:Q53WJ1|UniProtKB:Q5N712|UniProtKB:Q6B0I6|UniProtKB:Q9BY66|UniProtKB:Q9H3R0|UniProtKB:Q9UGL1|WB:WBGene00004319|WB:WBGene00012982	7955	GO_Central		F
UniProtKB	A0A0G2KSG6	zgc:158376	enables	GO:0032452	histone demethylase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0037659|MGI:MGI:1338034|MGI:MGI:2443388|PANTHER:PTN000564171|SGD:S000000853|UniProtKB:O75151|UniProtKB:Q6ZMT4|UniProtKB:Q8NHM5|UniProtKB:Q9UPP1|UniProtKB:Q9Y2K7|WB:WBGene00017920|ZFIN:ZDB-GENE-030131-9829|ZFIN:ZDB-GENE-050309-32	7955	GO_Central		F
UniProtKB	A0A0H2UKC6	rnf2	involved_in	GO:0035518	histone H2A monoubiquitination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043540	7955	InterPro		P
UniProtKB	A0A0H2UKC6	rnf2	involved_in	GO:0036353	histone H2A-K119 monoubiquitination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037937	7955	InterPro		P
UniProtKB	A0A0H2UKT0	zgc:158376	enables	GO:0032452	histone demethylase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0037659|MGI:MGI:1338034|MGI:MGI:2443388|PANTHER:PTN000564171|SGD:S000000853|UniProtKB:O75151|UniProtKB:Q6ZMT4|UniProtKB:Q8NHM5|UniProtKB:Q9UPP1|UniProtKB:Q9Y2K7|WB:WBGene00017920|ZFIN:ZDB-GENE-030131-9829|ZFIN:ZDB-GENE-050309-32	7955	GO_Central		F
UniProtKB	A0A0J9YIZ8	kat7a	enables	GO:0004402	histone acetyltransferase activity	ECO:0000318	IBA	PMID:21873635	CGD:CAL0000179231|FB:FBgn0026080|FB:FBgn0028387|FB:FBgn0034975|MGI:MGI:1858746|MGI:MGI:1932051|MGI:MGI:2182799|PANTHER:PTN004172615|PomBase:SPAC637.12c|SGD:S000000148|SGD:S000004734|SGD:S000005770|TAIR:locus:2144776|TAIR:locus:2174764|UniProtKB:O95251|UniProtKB:Q8WYB5|UniProtKB:Q92794|UniProtKB:Q92993|ZFIN:ZDB-GENE-021022-3	7955	GO_Central		F
UniProtKB	A0A0J9YIZ8	kat7a	involved_in	GO:0016573	histone acetylation	ECO:0000364	IEA	GO_REF:0000108	GO:0004402	7955	GOC		P
